#ies_format_version: 1.0
#file: 20251209_11000.dat
#file_info: generated by AsciiLoger of OpenMUC
#timezone: + 7
#timestep_sec: 11.0
#col_no;	col_name;	confidential;	measured;	unit;	category;	comment
#001;	YYYYMMDD;	FALSE;	FALSE;	0;	time;	INTEGER,8. Date [human readable]
#002;	hhmmss;	FALSE;	FALSE;	0;	time;	SHORT,6. Time [human readable]
#003;	unixtimestamp;	FALSE;	FALSE;	s;	time;	DOUBLE,14. lapsed seconds from 01-01-1970
#004;	str1_cell1_R;	FALSE;	TRUE;	0;	other;	INTEGER,12. Cell (R) (str1_cell1)
#005;	str1_cell1_V;	FALSE;	TRUE;	0;	other;	INTEGER,12. Cell (V) (str1_cell1)
#006;	str1_cell1_T;	FALSE;	TRUE;	0;	other;	INTEGER,12. Cell (T) (str1_cell1)
#007;	str1_cell2_R;	FALSE;	TRUE;	0;	other;	INTEGER,12. Cell (R) (str1_cell2)
#008;	str1_cell2_V;	FALSE;	TRUE;	0;	other;	INTEGER,12. Cell (V) (str1_cell2)
#009;	str1_cell2_T;	FALSE;	TRUE;	0;	other;	INTEGER,12. Cell (T) (str1_cell2)
YYYYMMDD;	hhmmss;	unixtimestamp;	str1_cell1_R;	str1_cell1_V;	str1_cell1_T;	str1_cell2_R;	str1_cell2_V;	str1_cell2_T
20251209;	103050;	1765251050.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	103101;	1765251061.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	103112;	1765251072.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	103123;	1765251083.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	103134;	1765251094.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	103145;	1765251105.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	103156;	1765251116.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	103207;	1765251127.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	103218;	1765251138.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	103229;	1765251149.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	103240;	1765251160.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	103251;	1765251171.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	103302;	1765251182.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	103313;	1765251193.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	103324;	1765251204.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	103335;	1765251215.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	103346;	1765251226.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	103357;	1765251237.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	103408;	1765251248.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	103419;	1765251259.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	103430;	1765251270.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	103441;	1765251281.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	103452;	1765251292.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	103503;	1765251303.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	103514;	1765251314.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	103525;	1765251325.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	103536;	1765251336.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	103547;	1765251347.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	103558;	1765251358.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	103609;	1765251369.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	103620;	1765251380.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	103631;	1765251391.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	103642;	1765251402.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	103653;	1765251413.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	103704;	1765251424.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	103715;	1765251435.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	103726;	1765251446.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	103737;	1765251457.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	103748;	1765251468.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	103759;	1765251479.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	103810;	1765251490.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	103821;	1765251501.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	103832;	1765251512.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	103843;	1765251523.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	103854;	1765251534.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	103905;	1765251545.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	103916;	1765251556.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	103927;	1765251567.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	103938;	1765251578.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	103949;	1765251589.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	104000;	1765251600.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	104011;	1765251611.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	104022;	1765251622.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	104033;	1765251633.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	104044;	1765251644.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	104055;	1765251655.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	104106;	1765251666.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	104117;	1765251677.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	104128;	1765251688.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	104139;	1765251699.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	104150;	1765251710.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	104201;	1765251721.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	104212;	1765251732.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	104223;	1765251743.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	104234;	1765251754.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	104245;	1765251765.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	104256;	1765251776.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	104307;	1765251787.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	104318;	1765251798.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	104329;	1765251809.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	104340;	1765251820.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	104351;	1765251831.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	104402;	1765251842.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	104413;	1765251853.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	104424;	1765251864.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	104435;	1765251875.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	104446;	1765251886.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	104457;	1765251897.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	104508;	1765251908.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	104519;	1765251919.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	104530;	1765251930.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	104541;	1765251941.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	104552;	1765251952.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	104603;	1765251963.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	104614;	1765251974.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	104625;	1765251985.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	104636;	1765251996.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	104647;	1765252007.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	104658;	1765252018.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	104709;	1765252029.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	104720;	1765252040.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	104731;	1765252051.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	104742;	1765252062.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	104753;	1765252073.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	104804;	1765252084.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	104815;	1765252095.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	104826;	1765252106.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	104837;	1765252117.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	104848;	1765252128.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	104859;	1765252139.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	104910;	1765252150.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	104921;	1765252161.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	104932;	1765252172.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	104943;	1765252183.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	104954;	1765252194.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	105005;	1765252205.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	105016;	1765252216.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	105027;	1765252227.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	105038;	1765252238.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	105049;	1765252249.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	105100;	1765252260.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	105111;	1765252271.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	105122;	1765252282.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	105133;	1765252293.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	105144;	1765252304.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	105155;	1765252315.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	105206;	1765252326.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	105217;	1765252337.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	105228;	1765252348.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	105239;	1765252359.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	105250;	1765252370.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	105301;	1765252381.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	105312;	1765252392.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	105323;	1765252403.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	105334;	1765252414.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	105345;	1765252425.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	105356;	1765252436.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	105407;	1765252447.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	105418;	1765252458.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	105429;	1765252469.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	105440;	1765252480.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	105451;	1765252491.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	105502;	1765252502.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	105513;	1765252513.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	105524;	1765252524.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	105535;	1765252535.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	105546;	1765252546.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	105557;	1765252557.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	105608;	1765252568.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	105619;	1765252579.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	105630;	1765252590.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	105641;	1765252601.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	105652;	1765252612.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	105703;	1765252623.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	105714;	1765252634.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	105725;	1765252645.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	105736;	1765252656.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	105747;	1765252667.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	105758;	1765252678.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	105809;	1765252689.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	105820;	1765252700.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	105831;	1765252711.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	105842;	1765252722.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	105853;	1765252733.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	105904;	1765252744.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	105915;	1765252755.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	105926;	1765252766.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	105937;	1765252777.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	105948;	1765252788.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	105959;	1765252799.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	110010;	1765252810.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	110021;	1765252821.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	110032;	1765252832.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	110043;	1765252843.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	110054;	1765252854.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	110105;	1765252865.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	110116;	1765252876.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	110127;	1765252887.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	110138;	1765252898.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	110149;	1765252909.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	110200;	1765252920.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	110211;	1765252931.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	110222;	1765252942.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	110233;	1765252953.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	110244;	1765252964.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	110255;	1765252975.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	110306;	1765252986.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	110317;	1765252997.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	110328;	1765253008.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	110339;	1765253019.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	110350;	1765253030.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	110401;	1765253041.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	110412;	1765253052.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	110423;	1765253063.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	110434;	1765253074.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	110445;	1765253085.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	110456;	1765253096.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	110507;	1765253107.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	110518;	1765253118.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	110529;	1765253129.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	110540;	1765253140.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	110551;	1765253151.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	110602;	1765253162.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	110613;	1765253173.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	110624;	1765253184.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	110635;	1765253195.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	110646;	1765253206.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	110657;	1765253217.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	110708;	1765253228.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	110719;	1765253239.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	110730;	1765253250.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	110741;	1765253261.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	110752;	1765253272.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	110803;	1765253283.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	110814;	1765253294.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	110825;	1765253305.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	110836;	1765253316.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	110847;	1765253327.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	110858;	1765253338.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	110909;	1765253349.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	110920;	1765253360.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	110931;	1765253371.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	110942;	1765253382.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	110953;	1765253393.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	111004;	1765253404.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	111015;	1765253415.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	111026;	1765253426.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	111037;	1765253437.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	111048;	1765253448.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	111059;	1765253459.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	111110;	1765253470.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	111121;	1765253481.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	111132;	1765253492.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	111143;	1765253503.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	111154;	1765253514.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	111205;	1765253525.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	111216;	1765253536.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	111227;	1765253547.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	111238;	1765253558.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	111249;	1765253569.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	111300;	1765253580.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	111311;	1765253591.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	111322;	1765253602.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	111333;	1765253613.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	111344;	1765253624.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	111355;	1765253635.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	111406;	1765253646.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	111417;	1765253657.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	111428;	1765253668.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	111439;	1765253679.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	111450;	1765253690.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	111501;	1765253701.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	111512;	1765253712.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	111523;	1765253723.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	111534;	1765253734.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	111545;	1765253745.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	111556;	1765253756.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	111607;	1765253767.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	111618;	1765253778.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	111629;	1765253789.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	111640;	1765253800.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	111651;	1765253811.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	111702;	1765253822.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	111713;	1765253833.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	111724;	1765253844.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	111735;	1765253855.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	111746;	1765253866.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	111757;	1765253877.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	111808;	1765253888.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	111819;	1765253899.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	111830;	1765253910.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	111841;	1765253921.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	111852;	1765253932.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	111903;	1765253943.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	111914;	1765253954.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	111925;	1765253965.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	111936;	1765253976.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	111947;	1765253987.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	111958;	1765253998.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	112009;	1765254009.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	112020;	1765254020.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	112031;	1765254031.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	112042;	1765254042.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	112053;	1765254053.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	112104;	1765254064.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	112115;	1765254075.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	112126;	1765254086.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	112137;	1765254097.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	112148;	1765254108.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	112159;	1765254119.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	112210;	1765254130.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	112221;	1765254141.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	112232;	1765254152.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	112243;	1765254163.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	112254;	1765254174.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	112305;	1765254185.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	112316;	1765254196.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	112327;	1765254207.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	112338;	1765254218.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
