#ies_format_version: 1.0
#file: 20251209_11000.dat
#file_info: generated by AsciiLoger of OpenMUC
#timezone: + 7
#timestep_sec: 11.0
#col_no;	col_name;	confidential;	measured;	unit;	category;	comment
#001;	YYYYMMDD;	FALSE;	FALSE;	0;	time;	INTEGER,8. Date [human readable]
#002;	hhmmss;	FALSE;	FALSE;	0;	time;	SHORT,6. Time [human readable]
#003;	unixtimestamp;	FALSE;	FALSE;	s;	time;	DOUBLE,14. lapsed seconds from 01-01-1970
#004;	str1_cell1_R;	FALSE;	TRUE;	0;	other;	INTEGER,12. Cell (R) (str1_cell1)
#005;	str1_cell1_V;	FALSE;	TRUE;	0;	other;	INTEGER,12. Cell (V) (str1_cell1)
#006;	str1_cell1_T;	FALSE;	TRUE;	0;	other;	INTEGER,12. Cell (T) (str1_cell1)
#007;	str1_cell2_R;	FALSE;	TRUE;	0;	other;	INTEGER,12. Cell (R) (str1_cell2)
#008;	str1_cell2_V;	FALSE;	TRUE;	0;	other;	INTEGER,12. Cell (V) (str1_cell2)
#009;	str1_cell2_T;	FALSE;	TRUE;	0;	other;	INTEGER,12. Cell (T) (str1_cell2)
YYYYMMDD;	hhmmss;	unixtimestamp;	str1_cell1_R;	str1_cell1_V;	str1_cell1_T;	str1_cell2_R;	str1_cell2_V;	str1_cell2_T
20251209;	115649;	1765256209.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	115700;	1765256220.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	115711;	1765256231.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	115722;	1765256242.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	115733;	1765256253.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	115744;	1765256264.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	115755;	1765256275.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	115806;	1765256286.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	115817;	1765256297.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	115828;	1765256308.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	115839;	1765256319.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	115850;	1765256330.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	115901;	1765256341.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	115912;	1765256352.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	115923;	1765256363.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	115934;	1765256374.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	115945;	1765256385.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	115956;	1765256396.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	120007;	1765256407.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	120018;	1765256418.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	120029;	1765256429.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	120040;	1765256440.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	120051;	1765256451.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	120102;	1765256462.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	120113;	1765256473.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	120124;	1765256484.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	120135;	1765256495.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	120146;	1765256506.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	120157;	1765256517.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	120208;	1765256528.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	120219;	1765256539.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	120230;	1765256550.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	120241;	1765256561.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	120252;	1765256572.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	120303;	1765256583.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	120314;	1765256594.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	120325;	1765256605.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	120336;	1765256616.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	120347;	1765256627.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	120358;	1765256638.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	120409;	1765256649.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	120420;	1765256660.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	120431;	1765256671.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	120442;	1765256682.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	120453;	1765256693.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	120504;	1765256704.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	120515;	1765256715.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	120526;	1765256726.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	120537;	1765256737.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	120548;	1765256748.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	120559;	1765256759.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	120610;	1765256770.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	120621;	1765256781.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	120632;	1765256792.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	120643;	1765256803.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	120654;	1765256814.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	120705;	1765256825.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	120716;	1765256836.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	120727;	1765256847.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	120738;	1765256858.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	120749;	1765256869.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	120800;	1765256880.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	120811;	1765256891.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	120822;	1765256902.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	120833;	1765256913.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	120844;	1765256924.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	120855;	1765256935.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	120906;	1765256946.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	120917;	1765256957.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	120928;	1765256968.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	120939;	1765256979.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	120950;	1765256990.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	121001;	1765257001.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	121012;	1765257012.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	121023;	1765257023.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	121034;	1765257034.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	121045;	1765257045.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	121056;	1765257056.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	121107;	1765257067.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	121118;	1765257078.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	121129;	1765257089.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	121140;	1765257100.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	121151;	1765257111.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	121202;	1765257122.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	121213;	1765257133.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	121224;	1765257144.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	121235;	1765257155.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	121246;	1765257166.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	121257;	1765257177.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	121308;	1765257188.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	121319;	1765257199.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	121330;	1765257210.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	121341;	1765257221.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	121352;	1765257232.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	121403;	1765257243.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	121414;	1765257254.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	121425;	1765257265.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	121436;	1765257276.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	121447;	1765257287.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	121458;	1765257298.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	121509;	1765257309.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	121520;	1765257320.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	121531;	1765257331.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	121542;	1765257342.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	121553;	1765257353.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	121604;	1765257364.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	121615;	1765257375.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	121626;	1765257386.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	121637;	1765257397.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	121648;	1765257408.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	121659;	1765257419.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	121710;	1765257430.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	121721;	1765257441.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	121732;	1765257452.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	121743;	1765257463.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	121754;	1765257474.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	121805;	1765257485.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	121816;	1765257496.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	121827;	1765257507.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	121838;	1765257518.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	121849;	1765257529.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	121900;	1765257540.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	121911;	1765257551.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	121922;	1765257562.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	121933;	1765257573.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	121944;	1765257584.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	121955;	1765257595.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	122006;	1765257606.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	122017;	1765257617.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	122028;	1765257628.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	122039;	1765257639.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	122050;	1765257650.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	122101;	1765257661.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	122112;	1765257672.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	122123;	1765257683.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	122134;	1765257694.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	122145;	1765257705.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	122156;	1765257716.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	122207;	1765257727.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	122218;	1765257738.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	122229;	1765257749.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	122240;	1765257760.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	122251;	1765257771.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	122302;	1765257782.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	122313;	1765257793.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	122324;	1765257804.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	122335;	1765257815.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	122346;	1765257826.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	122357;	1765257837.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	122408;	1765257848.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	122419;	1765257859.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	122430;	1765257870.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	122441;	1765257881.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	122452;	1765257892.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	122503;	1765257903.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	122514;	1765257914.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	122525;	1765257925.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	122536;	1765257936.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	122547;	1765257947.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	122558;	1765257958.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	122609;	1765257969.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	122620;	1765257980.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	122631;	1765257991.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	122642;	1765258002.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	122653;	1765258013.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	122704;	1765258024.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	122715;	1765258035.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	122726;	1765258046.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	122737;	1765258057.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	122748;	1765258068.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	122759;	1765258079.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	122810;	1765258090.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	122821;	1765258101.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	122832;	1765258112.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	122843;	1765258123.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	122854;	1765258134.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	122905;	1765258145.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	122916;	1765258156.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	122927;	1765258167.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	122938;	1765258178.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	122949;	1765258189.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	123000;	1765258200.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	123011;	1765258211.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	123022;	1765258222.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	123033;	1765258233.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	123044;	1765258244.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	123055;	1765258255.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	123106;	1765258266.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	123117;	1765258277.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	123128;	1765258288.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	123139;	1765258299.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	123150;	1765258310.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	123201;	1765258321.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	123212;	1765258332.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	123223;	1765258343.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	123234;	1765258354.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	123245;	1765258365.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	123256;	1765258376.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	123307;	1765258387.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	123318;	1765258398.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	123329;	1765258409.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	123340;	1765258420.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	123351;	1765258431.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	123402;	1765258442.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	123413;	1765258453.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	123424;	1765258464.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	123435;	1765258475.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	123446;	1765258486.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	123457;	1765258497.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	123508;	1765258508.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	123519;	1765258519.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	123530;	1765258530.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	123541;	1765258541.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	123552;	1765258552.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	123603;	1765258563.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	123614;	1765258574.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	123625;	1765258585.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	123636;	1765258596.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	123647;	1765258607.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	123658;	1765258618.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	123709;	1765258629.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	123720;	1765258640.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	123731;	1765258651.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	123742;	1765258662.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	123753;	1765258673.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	123804;	1765258684.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	123815;	1765258695.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	123826;	1765258706.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	123837;	1765258717.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	123848;	1765258728.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	123859;	1765258739.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	123910;	1765258750.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	123921;	1765258761.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	123932;	1765258772.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	123943;	1765258783.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	123954;	1765258794.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	124005;	1765258805.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	124016;	1765258816.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	124027;	1765258827.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	124038;	1765258838.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	124049;	1765258849.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	124100;	1765258860.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	124111;	1765258871.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	124122;	1765258882.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	124133;	1765258893.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	124144;	1765258904.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	124155;	1765258915.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	124206;	1765258926.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	124217;	1765258937.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	124228;	1765258948.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	124239;	1765258959.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	124250;	1765258970.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	124301;	1765258981.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	124312;	1765258992.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	124323;	1765259003.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	124334;	1765259014.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	124345;	1765259025.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	124356;	1765259036.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	124407;	1765259047.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	124418;	1765259058.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	124429;	1765259069.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	124440;	1765259080.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	124451;	1765259091.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	124502;	1765259102.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	124513;	1765259113.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	124524;	1765259124.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	124535;	1765259135.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	124546;	1765259146.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	124557;	1765259157.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	124608;	1765259168.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	124619;	1765259179.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	124630;	1765259190.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	124641;	1765259201.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	124652;	1765259212.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	124703;	1765259223.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	124714;	1765259234.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	124725;	1765259245.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	124736;	1765259256.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	124747;	1765259267.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	124758;	1765259278.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	124809;	1765259289.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	124820;	1765259300.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	124831;	1765259311.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	124842;	1765259322.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	124853;	1765259333.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	124904;	1765259344.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	124915;	1765259355.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	124926;	1765259366.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
20251209;	124937;	1765259377.000;	       err32;	       err32;	       err32;	       err32;	       err32;	       err32
